User,Tweet,Date
SARwatchMED,"RT @AdvocacySamos: ""The allegations in the #Olaf report show that the commission should no longer thank #Greece for being Europe’s “shield”…",2022-10-19 10:45:42+00:00
SARwatchMED,"RT @AnsaSicilia: Migranti: 2 sbarchi con 181 a Lampedusa, hotspot pieno. Quasi mille persone nella struttura di accoglienza | #ANSA https:/…",2022-10-19 10:45:38+00:00
SARwatchMED,"RT @InfoMigrants: The EU anti-fraud office report about #Frontex, made public last Thursday, concluded that the agency was involved in cove…",2022-10-19 10:45:35+00:00
SARwatchMED,RT @SW_LegalAid: German newspaper taz is reporting about a case that we are supporting (https://t.co/jqHfGtrLG7). It concerns the discrimin…,2022-10-19 10:45:31+00:00
SARwatchMED,"RT @RefugeesinLibya: From the 10-January 2022 to this day,hundreds of refugees and persons of concerns to the office of the @Refugees have…",2022-10-19 10:45:26+00:00
SARwatchMED,RT @EURACTIV_FR: Refoulements de migrants : les eurodéputés refusent de valider les comptes de Frontex https://t.co/Z9hh7gX1BV,2022-10-19 10:45:24+00:00
SARwatchMED,"RT @LexFront: ""according to the EU law, the use of Frontex in Greece must be ended immediately... The responsibility is ... with the EU Com…",2022-10-19 10:45:20+00:00
SARwatchMED,"RT @LexFront: ""@shatzomer, international lawyer and legal director of.. @LexFront told the DW that ""..@YlvaJohansson’s pathetic attempt to…",2022-10-19 10:45:16+00:00
SARwatchMED,"RT @HelenaMaleno: La marina griega acaba de atacar a veintinco refugiados, entre ellos diez mujeres y cuatro bebés. ""Nos han roto el motor…",2022-10-19 10:45:12+00:00
SARwatchMED,RT @ekathimerini: EU lawmakers reject border agency budget over misconduct https://t.co/uyPtduv6eS https://t.co/kiKo7bdkfe,2022-10-19 10:45:06+00:00
SARwatchMED,RT @112canarias: Anoche @salvamentogob trasladó hasta el puerto de Arguineguín #GranCanaria a 41 migrantes localizados en una embarcación n…,2022-10-19 10:45:03+00:00
SARwatchMED,RT @112canarias: Durante la tarde de ayer @salvamentogob trasladó hasta Puerto del Rosario #Fuerteventura a un total de 126 migrantes local…,2022-10-19 10:45:00+00:00
SARwatchMED,"RT @PVolontaires: Nous serons de retour sur zone au plus vite, dès que notre avion sera déclaré apte à reprendre les airs et poursuivre sa…",2022-10-19 00:02:17+00:00
SARwatchMED,"RT @PVolontaires: Nous avons:
➡️ effectué 21 vols
➡️ repéré 7 embarcations en détresse avec à leurs bords environ 500 exilés
➡️ repéré 8 ba…",2022-10-19 00:02:14+00:00
SARwatchMED,"RT @PVolontaires: ✈️Le bilan de cette dernière mission.
En vol depuis la mi-septembre, il est temps pour notre Colibri 2 d’effectuer sa mai…",2022-10-19 00:02:11+00:00
SARwatchMED,RT @MediasetTgcom24: Altri sbarchi a Lampedusa: 119 migranti soccorsi  #Lampedusa #migranti https://t.co/cAGtaDF66F,2022-10-19 00:02:07+00:00
SARwatchMED,RT @libe: Le Parlement européen refuse de valider les comptes de Frontex accusé de refoulements de migrants https://t.co/VLTbZdwXQ8,2022-10-19 00:02:04+00:00
SARwatchMED,RT @resqship_int: #Nadir is currently attending to 3 overcrowded boats with 124 people in #distress - children and babies exposed to the el…,2022-10-19 00:01:59+00:00
SARwatchMED,RT @txemita: Y una última embarcación en un día en el que mucha gente ha estado implicada en que los rescates y atenciones fueran de ayuda…,2022-10-19 00:01:56+00:00
